SL NO,From Date,PM2.5,PM10,NO,NO2,Nox,NH3,SO2,CO,Ozone,Benzene,Eth-Benzene,MP-Xylene,WS,WD,SR,BP,AT,RF
24599,09-01-2022 07:00,150.25,262.72,15.23,3.35,13.03,13.27,10.8,1.28,25.7,0,None,0.11,0.36,174.81,79.36,None,15.91,0
24600,09-01-2022 08:00,162.5,276.28,15.36,3.28,13.05,13.74,10.5,1.26,15.99,0,None,0.09,0.43,113.66,224.92,None,19.89,0
24601,09-01-2022 09:00,162.44,208.67,15.29,3.5,13.15,14.11,10.04,1.2,25.84,0,None,0.09,0.82,103.79,337.13,None,21.98,0
24602,09-01-2022 10:00,123.25,187.97,15.27,3.34,13.04,15.39,9.93,1.09,15.27,91.02,91.02,91.09,1.06,153.56,433.83,None,22.92,0
24603,09-01-2022 11:00,88.25,131.91,15.23,3.29,12.99,15.57,9.48,0.96,26.8,0,None,0.07,1.26,99.85,492.94,None,23.86,0
24604,09-01-2022 12:00,60.05,101,15.27,3.22,12.95,13.89,8.36,0.83,14.86,0,None,0.01,1.51,68.72,471.28,None,24.67,0
24605,09-01-2022 13:00,46,86.44,15.23,3.46,13.06,13.15,7.6,0.66,27.23,0,None,0.05,1.37,138.8,391.81,None,25.54,0
24606,09-01-2022 14:00,37.25,67,15.23,3.23,12.92,11.55,7.14,0.57,14.58,0,None,0.04,1.07,88.43,185.52,None,25.7,0
24607,09-01-2022 15:00,31.39,58.56,15.28,3.35,13.05,10.99,7.26,0.54,26.83,0,None,0.03,0.76,103.11,80.78,None,24.7,0
24608,09-01-2022 16:00,39,71.94,15.27,3.21,13,12.86,7.22,0.55,15,0,None,0.03,0.42,130.8,14.89,None,23.1,0
24609,09-01-2022 17:00,86.25,128.44,15.25,3.43,13.04,15.84,7.06,0.73,26.66,0,None,0.04,0.59,116.69,None,None,21.11,0
24610,09-01-2022 18:00,239.11,456.69,15.27,3.58,13.1,19.87,7.77,1.09,15.71,0.02,None,0.05,0.42,92.64,None,None,20.31,0
24611,09-01-2022 19:00,259.03,595.81,15.21,3.2,12.94,19.09,8.23,1.46,26.33,0.01,None,0.05,1.04,104.81,8.22,894.4,19.68,0.32
24612,09-01-2022 20:00,217,425.08,15.26,3.3,13.02,18.72,8.62,1.82,15.55,0,None,0.02,0.72,106.9,9.25,881.32,18.91,0.36
24613,09-01-2022 21:00,214.43,474.5,15.46,3.21,13.05,18.04,9.09,2.18,28.26,0.01,None,0.08,0.69,115.14,None,None,18.58,0
24614,09-01-2022 22:00,189.72,317,15.22,3.21,12.91,16.3,9.16,2.34,15.18,0.01,None,0.08,0.5,191.39,None,None,17.97,0
24615,09-01-2022 23:00,162.33,266,15.11,3.5,13.01,15.29,9.21,2.35,25.55,0,None,0.08,0.87,92.15,None,None,17.62,0
24616,10-01-2022 00:00,144.86,338.45,15.28,3.27,13,15.2,9.26,2.29,11,0.01,None,0.09,0.33,158.22,None,None,17.26,0
